asin,title,review,star
B0855T8JT2,"['great', 'audio', 'quality', 'battery', 'life', 'looks', 'price', 'range', 'details', 'read']","['pros', 'product', 'india', 'indian', 'origin', 'looks', 'awesome', 'looking', 'earbuds', 'sleek', 'chic', 'charging', 'good', 'battery', 'fast', 'charging', 'usb', 'c', 'charging', 'big', 'plus', 'point', 'good', 'audio', 'quality', 'especially', 'good', 'good', 'audio', 'person', 'calling', 'bad', 'audio', 'person', 'button', 'makes', 'kinda', 'loud', 'sound', 'pressed', 'earbuds', 'earverdict', 'great', 'audio', 'quality', 'great', 'battery', 'life', 'great', 'looks', 'price', 'range']",4.0
B0855T8JT2,"['got', 'cheated', 'fake', 'youtubers']","['heard', 'great', 'reviews', 'product', 'youtubers', 'like', 'technology', 'jock', 'interested', 'listening', 'highly', 'positive', 'views', 'product', 'later', 'receiving', 'understood', 'paid', 'promote', 'audio', 'quality', 'pathetic', 'like', 'cheap', 'chinese', 'wired', 'earphones', 'chinese', 'product', 'meaning', 'sound', 'biased', 'infact', 'chinese', 'products', 'garbage', 'worth', 'price', 'worth', 'quality', 'earbuds', 'plasticy', 'feels', 'delicate', 'fit', 'ear', 'properly', 'nt', 'buy', 'save', 'money', 'product']",1.0
B0855T8JT2,"['nice', 'product']","['tws', 'bluetooth', 'earbuds', 'lot', 'research', 'bought', 'connectivity', 'swift', 'moment', 'taken', 'case', 'connected', 'connected', 'built', 'quality', 'nice', 'soft', 'feel', 'good', 'material', 'quality', 'elegant', 'colour', 'jade', 'weight', 'good', 'fit', 'ears', 'having', 'good', 'charge', 'connectivity', 'charge', 'review', 'week', 'connecting', 'mono', 'earbuds', 'connected', 'mobile', 'devices', 'like', 'l', 'bud', 'mobile', 'r', 'bud', 'reconnecting', 'pair', 'little', 'workout', 'range', 'good', 'times', 'moving', 'different', 'rooms', 'buds', 'lovely', 'magnetic', 'case', 'hold', 'buds', 'buds', 'magnets', 'miss', 'audiophile', 'going', 'write', 'separation', 'high', 'low', 'mids', 'purpose', 'gets', 'solved', 'like']",5.0
B0855T8JT2,"['worth', 'money']","['audio', 'quality', 'superb', 'good', 'bass', 'dominate', 'treble', 'vocals', 'fairly', 'balanced', 'track', 'performs', 'calls', 'recommend', 'music', 'priority', 'fit', 'great', 'work', 'slightly', 'change', 'position', 'bend', 'horizontally', 'upside', 'downthe', 'noise', 'cancellation', 'going', 'sound', 'proof', 'like', 'live', 'india', 'gets', 'job', 'music', 'exterior', 'noise', 'creep', 'little', 'watching', 'moviethe', 'pairing', 'quick', 'soon', 'wear', 'pair', 'announce', 'left', 'channel', 'right', 'channel', 'connected', 'charging', 'great', 'doubt', 'hour', 'claim', 'days', 'charge', 'live', 'look', 'green', 'copper', 'sexy', 'af', 'disappoint', 'therego']",5.0
B0855T8JT2,"['search', 'better', 'option']","['mean', 'average', 'set', 'earphones', 'special', 'reviews', 'online', 'honestly', 'pretty', 'misleading', 'dishonest', 'case', 'earphones', 'plastic', 'good', 'quality', 'disappointing', 'wait', 'item', 'high', 'hopes', 'overall', 'comfortable', 'pair', 'wear', 'running', 'cause', 'fall', 'right', 'support', 'stay', 'recommend', 'buying', 'mistake']",1.0
B0855T8JT2,"['truly', 'disappointed', 'hope', 'company', 'fixes', 'issues']","['sound', 'quality', 'great', 'phone', 'connected', 'laptop', 'little', 'audible', 'experienced', 'lot', 'connectivity', 'issues', 'tried', 'increasing', 'decreasing', 'volume', 'touch', 'sensor', 'actually', 'work', 'thought', 'rhythm', 'taps', 'waited', 'practicing', 'use', 'tried', 'different', 'things', 'connectivity', 'worse', 'brutally', 'honest', 'time', 'charged', 'case', 'headphone', 'took', 'approx', 'hours', 'charge', 'felt', 'like', 'got', 'product', 'bought', 'boat', 'rockerz', 'neckband', 'costed', 'connects', 'sounds', 'loud', 'definitely', 'experience', 'great', 'product', 'worth', 'money', 'spending', 'headphones', 'beautiful', 'looking', 'ones', 'truly', 'disappointed']",2.0
B0855T8JT2,"['good', 'robust', 'product']","['saw', 'package', 'saw', 'green', 'colour', 'bit', 'skeptical', 'opened', 'box', 'immediately', 'liked', 'good', 'build', 'quality', 'durable', 'case', 'buds', 'good', 'fallen', 'time', 'survived', 'sound', 'quality', 'good', 'wo', 'noise', 'cancelling', 'specially', 'indian', 'traffic', 'conditions', 'use', 'bit', 'disappointed', 'feature', 'instances', 'caller', 'hear', 'need', 'hear', 'product', 'certify', 'bit', 'problem', 'able', 'overcome', 'stay', 'inside', 'ears', 'coming', 'afraid', 'losing', 'sooner', 'later', 'need', 'help', 'maybe', 'getting', 'educated', 'correct', 'way', 'overall', 'good', 'quality', 'product', 'calling', 'bit', 'range', 'pretty', 'good', 'received', 'product', 'pretty', 'quickly', 'placing', 'order', 'amazon', 'mastered', 'bit']",4.0
B0855T8JT2,['ordinary'],"['ordinary', 'sound', 'quality', 'headphones', 'free', 'smartphone', 'hear', 'outside', 'sound', 'volume', 'quality', 'bad', 'person', 'hear', 'voice', 'bass', 'adequate', 'compared', 'airpods', 'people', 'compared', 'reviews', 'sound', 'quality', 'better', 'price', 'overall', 'good', 'product', 'battery', 'life', 'good', 'returned', 'product', 'day', 'use']",2.0
B0855T8JT2,"['initial', 'impressions', 'good', 'wait', 'month', 'review']","['short', 'product', 'nice', 'rate', 'audio', 'quality', 'feel', 'audio', 'quality', 'product', 'apple', 'airpods', 'awesome', 'clarity', 'excellent', 'noise', 'cancellation', 'looks', 'soooo', 'premium', 'rubbery', 'touch', 'choosed', 'green', 'looks', 'fantastic', 'find', 'images', 'rate', 'point', 'depends', 'ears', 'ears', 'happy', 'earbuds', 'provided', 'earbuds', 'fits', 'perfectly', 'ears', 'gold', 'coloured', 'button', 'looks', 'amazing', 'giving', 'nice', 'shades', 'light', 'bit', 'hard', 'produces', 'sound', 'clicked', 'quality', 'thing', 'happy', 'quality', 'room', 'quiet', 'person', 'able', 'hear', 'voice', 'outside', 'noicy', 'environment', 'sucks', 'battery', 'life', 'impressive', 'far', 'overall', 'days', 'watched', 'movies', 'enjoyed', 'audio', 'quality', 'looks', 'battery', 'fantastic', 'rated', 'quality', 'better']",4.0
B0855T8JT2,"['nt', 'buy']","['product', 'price', 'range', 'blupunkt', 'true', 'wireless', 'rs', 'bass', 'good', 'awasome', 'sound', 'quality', 'appeciating', 'price', 'high', 'segment', 'getting', 'touch', 'screen', 'good', 'quality', 'sound', 'main', 'problem', 'noise', 'cancellation', 'actually', 'noise', 'cancellation', 'trust', 'hd', 'quality', 'sound', 'automatically', 'disconnected', 'good', 'feature', 'rs', 'imagine', 'good', 'thing', 'battery', 'backup', 'nt', 'buy', 'product', 'average', 'product']",2.0
B0855T8JT2,"['review', 'days', 'use', 'buttons', 'setup', 'gets', 'stuck', 'pod', 'gets', 'turned']","['looks', 'feeli', 'order', 'green', 'looks', 'classy', 'mat', 'finish', 'add', 'feels', 'premium', 'study', 'case', 'good', 'grip', 'look', 'fantastic', 'good', 'size', 'form', 'soundsound', 'moderate', 'lacks', 'kicks', 'punch', 'recommended', 'need', 'high', 'comfortnot', 'comfortable', 'ears', 'small', 'pod', 'size', 'curvy', 'hai', 'bulky', 'lacks', 'wings', 'mat', 'finish', 'stays', 'place', 'tried', 'bud', 'available', 'non', 'gave', 'comfortable', 'batteryhigh', 'good', 'battter', 'callingthis', 'area', 'twh', 'lags', 'case', 'crossbeats', 'time', 'press', 'button', 'single', 'time', 'gets', 'stuck', 'gets', 'position', 'pod', 'gets', 'turned', 'pressing', 'button', 'sec', 'pod', 'gets', 'turned', 'listeners', 'hear', 'low', 'double', 'voice']",2.0
B0855T8JT2,"['loving', 'warranty', 'issue']","['beautiful', 'plus', 'amazing', 'sound', 'quality', 'plus', 'good', 'battery', 'backup', 'plus', 'type', 'c', 'charging', 'case', 'charge', 'earbuds', 'atleast', 'times', 'single', 'charge', 'couple', 'days', 'totally', 'satisfied', 'easy', 'comfortable', 'fit', 'review', 'week', 'sound', 'quality', 'good', 'purchase', 'february', 'july', 'ear', 'piece', 'connecting', 'raised', 'issue', 'service', 'center', 'replacement', 'registered', 'product', 'website', 'plus', 'packing', 'box', 'product', 'nt', 'box', 'nt', 'claim', 'replacement', 'said']",1.0
B0855T8JT2,"['detailed', 'observations', 'review']","['week', 'initially', 'arrived', 'simply', 'opened', 'package', 'directly', 'ears', 'felt', 'bass', 'low', 'sound', 'loud', 'min', 'warming', 'sounding', 'completely', 'different', 'base', 'awesomely', 'punchy', 'deep', 'sound', 'loud', 'fell', 'love', 'base', 'sound', 'quality', 'mins', 'highs', 'mids', 'lows', 'clear', 'able', 'hear', 'parts', 'songs', 'experienced', 'specially', 'lows', 'example', 'listen', 'atif', 'aslam', 'singing', 'old', 'songs', 'concert', 'recording', 'available', 'youtube', 'played', 'crossbeats', 'pebble', 'able', 'hear', 'backstage', 'people', 'shouting', 'coming', 'battery', 'life', 'case', 'took', 'charge', 'buds', 'gave', 'charges', 'buds', 'buds', 'hand', 'took', 'charge', 'completely', 'worked', 'hours', 'continuously', 'single', 'charge', 'volume', 'calling', 'good', 'indoor', 'situations', 'buds', 'struggle', 'capture', 'voice', 'traffic', 'conditions', 'requires', 'speak', 'cancellation', 'average', 'result', 'outdoor', 'calling', 'experience', 'great', 'opposite', 'person', 'hear', 'understand', 'issue', 'background', 'noise', 'traffic', 'sound', 'pleasant', 'irritatting', 'long', 'calls', 'indoor', 'calling', 'work', 'perfectly', 'fine', 'use', 'majorly', 'music', 'amd', 'rarely', 'calling', 'outdoor', 'condition', 'bother', 'listening', 'music', 'outdoor', 'perfect', 'fit', 'got', 'hear', 'single', 'horn', 'volume', 'fit', 'tried', 'tips', 'provided', 'eventually', 'settled', 'mid', 'size', 'tips', 'default', 'buds', 'regularly', 'jogging', 'bike', 'riding', 'bed', 'thay', 'fallen', 'ears', 'felt', 'loose', 'ears', 'prolonged', 'use', 'fit', 'perfect', 'bass', 'feels', 'strong', 'helmet', 'friendly', 'come', 'wearing', 'removing', 'helmet', 'felt', 'slightly', 'uncomfortable', 'wear', 'bed', 'thickness', 'controlls', 'good', 'button', 'press', 'pinches', 'ears', 'slightly', 'weeks', 'use', 'got', 'connectivity', 'strong', 'point', 'plug', 'phone', 'charging', 'table', 'washing', 'face', 'bathroom', 'seperated', 'concrete', 'wall', 'lag', 'noticable', 'lag', 'playing', 'pubg', 'automatically', 'connect', 'phone', 'soon', 'case', 'build', 'quality', 'sturdy', 'slipped', 'hand', 'twice', 'putting', 'case', 'connected', 'sounded', 'perfect', 'summarise', 'clear', 'loud', 'crisp', 'deep', 'punchy', 'perfect', 'good', 'battery', 'auto', 'connects', 'soon', 'excellent', 'build', 'pocket', 'friendly', 'small', 'easy', 'insert', 'buds', 'case', 'magnetically', 'guided', 'week', 'noise', 'cancellation', 'low', 'good', 'outdoor', 'case', 'battery', 'completely', 'exhausted', 'buds', 'switchoff', 'inserted', 'case', 'need', 'switched', 'manually', 'guess', 'recognise', 'case', 'charging', 'magnetic', 'fit']",5.0
B0855T8JT2,"['great', 'sound', 'fit', 'uncomfortable', 'returned']","['pros', 'mat', 'finish', 'case', 'feel', 'buds', 'good', 'type', 'c', 'charging', 'playback', 'time', 'hrs', 'single', 'charge', 'covers', 'upto', 'feet', 'device', 'voice', 'calls', 'good', 'messy', 'traffic', 'disturbance', 'cons', 'gets', 'uncomfortable', 'hours', 'usage', 'ears', 'start', 'pain', 'buds', 'feel', 'little', 'heavy', 'connectivity', 'hassle', 'use', 'single', 'bud', 'try', 'switch', 'transition', 'great', 'case', 'looks', 'little', 'bulky', 'charging', 'cable', 'hardly', 'inches', 'connectivity', 'great', 'multi', 'function', 'buttons', 'little', 'sound', 'quality', 'poor', 'clarity', 'sound', 'equivalent', 'wired', 'earphones']",2.0
B0855T8JT2,"['mrp', 'great', 'build', 'balance', 'sound', 'great', 'battery', 'life']","['build', 'prity', 'good', 'actually', 'far', 'better', 'expensive', 'counterparts', 'galaxy', 'buds', 'airpods', 'etc', 'cause', 'glasses', 'finish', 'scratches', 'easily', 'slips', 'pocket', 'easily', 'etc', 'etc', 'gives', 'robbery', 'finish', 'sound', 'prity', 'good', 'price', 'high', 'good', 'vocals', 'good', 'bass', 'decent', 'punchy', 'jbl', 'price', 'lows', 'good', 'overall', 'balance', 'sound', 'profile', 'wo', 'complain', 'battery', 'life', 'crazy', 'buds', 'case', 'volume', 'use', 'wo', 'regret', 'purchase', 'given', 'price', 'great', 'build', 'quality', 'good', 'balance', 'sound', 'profile', 'great', 'battery', 'life']",4.0
B0855T8JT2,"['nice', 'earbuds']","['wireless', 'earbuds', 'better', 'sound', 'bass', 'design', 'compared', 'brands', 'claim', 'good', 'sound', 'quality', 'long', 'batttery', 'life', 'nt', 'checked', 'battery', 'life', 'reason', 'buying', 'ear', 'buds', 'banglore', 'based', 'indian', 'start', 'companynoise', 'cancellation', 'goodfyi', 'm', 'working', 'company', 'owner', 'paid', 'write', 'review', 'xdthe', 'cons', 'volume', 'buttons', 'tap', 'times', 'left', 'right', 'increase', 'volume', 'level', 'prev', 'button', 'tap', 'right', 'earbud', 'twice', 'forward', 'track', 'tap', 'left', 'earbud', 'twice', 'play', 'previous', 'quality', 'bass', 'goodps', 'm', 'audiophile']",5.0
B0855T8JT2,"['waste', 'money']","['ear', 'piece', 'nt', 'fit', 'snugly', 'ear', 'comes', 'normal', 'walking', 'forget', 'gym', 'running', 'pure', 'waste', 'money', 'initiated', 'returns', 'response', 'amazon']",1.0
B0855T8JT2,"['nice', 'ear', 'buds']","['rating', 'ear', 'buds', 'heavy', 'user', 'use', 'ear', 'buds', 'hours', 'daypros', 'sound', 'quality', 'nice', 'clarity', 'sound', 'clear', 'listening', 'music', 'great', 'product', 'guess', 'heavy', 'user', 'feel', 'true', 'brands', 'mins', 'hour', 'noise', 'cancellation', 'surprise', 'expected', 'devise', 'provide', 'great', 'noise', 'cancellation', 'exceeded', 'expectations', 'battery', 'good', 'battery', 'life', 'normal', 'quality', 'primary', 'reasons', 'bought', 'till', 'faced', 'issues', 'happy', 'quality', 'party', 'able', 'hear', 'clearly', 'think', 'fit', 'ears', 'perfectly', 'chance', 'drop', 'happened', 'couple', 'times', 'damage', 'normal', 'walking', 'work', 'perfect', 'treadmill', 'jogging', 'wo', 'ear', 'buds', 'pop', 'ear', 'reduced', 'rating']",4.0
B0855T8JT2,"['waste', 'money']","['waste', 'money', 'horrible', 'customer', 'support', 'bluetooth', 'headsets', 'worst', 'bought', 'approximately', 'months', 'gone', 'toss', 'customer', 'care', 'tells', 'nt', 'know', 'use', 'properly', 'connecting', 'nt', 'buy']",1.0
B0855T8JT2,"['audio', 'lag', 'uncomfortable', 'fit', 'ear']","['buy', 'need', 'listen', 'music', 'slow', 'walking', 'suitable', 'use', 'running', 'jogging', 'fit', 'good', 'makes', 'bubble', 'sound', 'inserting', 'ears', 'lag', 'terrible', 'enjoy', 'fast', 'paced', 'movie', 'playing', 'action', 'games', 'like', 'hour', 'ago', 'requested', 'return']",3.0
B0855T8JT2,"['poor', 'connectivity', 'earbuds']","['pairing', 'earbuds', 'poor', 'right', 'piece', 'keeps', 'disconnecting', 'sent', 'message', 'chat', 'helpless', 'sound', 'quality', 'battery', 'life', 'decent']",1.0
B0855T8JT2,"['good', 'music']","['good', 'listening', 'music', 'useless', 'audio', 'calls', 'totally', 'useless', 'attempt', 'taking', 'calls', 'open', 'environment']",1.0
B0855T8JT2,"['elegant', 'user', 'friendly']","['compared', 'read', 'heard', 'experience', 'says', 'looks', 'beautiful', 'finish', 'product', 'sound', 'quality', 'good', 'lacks', 'times', 'certain', 'angles', 'sound', 'sync', 'goes', 'ear', 'battery', 'life', 'amazing', 'week', 'charged', 'rough', 'usage', 'dayoverall', 'product', 'good', 'buy', 'minor', 'tweaking', 'convenient', 'carry', 'good', 'grib', 'overall', 'rate']",4.0
B0855T8JT2,"['worth', 'price']","['visually', 'product', 'amazing', 'performance', 'average', 'noise', 'cancelation', 'great', 'm', 'assuming', 'cause', 'fact', 'ear', 'volume', 'm', 'listening', 'volume', 'returned', 'minutes', 'testing', 'buy']",1.0
B0855T8JT2,"['left', 'ear', 'pebble', 'working']","['hi', 'left', 'pebble', 'working', 'replaced', 'getting', 'charged']",1.0
B0855T8JT2,['quality'],"['quality', 'bad', 'person', 'hears', 'voice', 'crackling', 'sound', 'irritating', 'buy']",2.0
B0855T8JT2,"['great', 'buds', 'awesome', 'price']","['india', 'best', 'ordered', 'studying', 'reviews', 'bunch', 'headphones', 'thought', 'promote', 'india', 'review', 'headphones', 'excellent', 'connection', 'prompt', 'paired', 'easily', 'iphone', 'oneplus', 'sound', 'crisp', 'clear', 'good', 'bass', 'quality', 'great', 'little', 'lag', 'speaking', 'control', 'buds', 'great', 'skip', 'song', 'pause', 'increase', 'volume', 'siri', 'ok', 'google', 'works', 'flawlessly', 'snugly', 'fit', 'stays', 'workout', 'come', 'ears', 'light', 'weight', 'issue', 'box', 'buds', 'faulty', 'charge', 'auto', 'disconnect', 'keeping', 'buds', 'great', 'bud', 'india', 'kudos', 'team', 'crossbeats', 'best', 'world']",4.0
B0855T8JT2,"['priorities', 'right']","['looking', 'best', 'earbuds', 'best', 'music', 'experience', 'amazing', 'battery', 'life', 'ready', 'compromise', 'little', 'quality', 'pebbles', 'choicecompletely', 'compatible', 'gym', 'workouts', 'completely', 'sweat', 'resistantbuild', 'quality', 'extremely', 'goodclassy', 'aesthetic', 'lookcan', 'run', 'long', 'hours', 'charge', 'rechargeable', 'times', 'fully', 'charged', 'case']",4.0
B0855T8JT2,"['recommend', 'buying']","['working', 'weeks', 'suddenly', 'earbuds', 'pair', 'anymore', 'thank', 'stealing', 'money', 'return', 'spent', 'k', 'urban', 'pebble', 'stopped', 'functioning', 'month', 'getting', 'money', 'worth']",1.0
B0855T8JT2,['sound'],"['working', 'properly', 'buds', 'pairing', 'noise', 'tried', 'times', 'pair', 'instruction', 'paired', 'automatically', 'pairing', 'cancelled', 'working', 'mono']",1.0
B0855T8JT2,"['definitely', 'worthy', 'price', 'quality']","['trying', 'decent', 'true', 'wireless', 'earphones', 'lately', 'amazon', 'sale', 'happening', 'bought', 'different', 'earphones', 'budget', 'bought', 'ptron', 'true', 'wireless', 'costed', 'good', 'interm', 'audio', 'quality', 'connectivity', 'making', 'phone', 'calls', 'upgraded', 'bit', 'expensive', 'seeing', 'reviews', 'comments', 'product', 'hoping', 'worth', 'received', 'fair', 'interms', 'audio', 'quality', 'good', 'mentioned', 'product', 'details', 'noise', 'cancellation', 'audio', 'breaking', 'pausing', 'song', 'laptop', 'phone', 'takes', 'time', 'play', 'synced', 'mode', 'super', 'delay', 'lag', 'playing', 'video', 'files', 'phone', 'calls', 'audio', 'nt', 'clear', 'receiver', 'receiver', 'hard', 'hear', 'voice', 'clearly', 'person', 'talking', 'distance', 'meters', 'away', 'phone', 'normal', 'wired', 'earphones', 'worth', 'sounds', 'clear', 'better', 'built', 'design', 'factors', 'average', 'paying', 'nt', 'advisable', 'definitely', 'worth', 'products', 'china', 'engraved']",3.0
B0855T8JT2,"['china', 'earphones']","['pleased', 'big', 'size', 'fit', 'quality', 'okayish', 'grear', 'mark', 'product', 'noise', 'cancellation', 'great', 'buttons', 'buds', 'uncomfortable', 'push', 'actions', 'touch', 'better', 'actually', 'china', 'shattered', 'got', 'know', 'product']",2.0
B0855T8JT2,"['sound', 'good', 'mic', 'bad']","['writing', 'review', 'headphones', 'days', 'battery', 'build', 'quality', 'good', 'comfort', 'left', 'earpiece', 'keeps', 'falling', 'changing', 'ear', 'tips', 'help', 'exercising', 'recommended', 'fall', 'lose', 'careful', 'sound', 'good', 'price', 'notice', 'cancellation', 'good', 'cuts', 'background', 'noises', 'bothered', 'mic', 'quality', 'putting', 'ear', 'pieces', 'person', 'end', 'able', 'hear', 'clearly', 'like', 'sound', 'coming', 'far', 'away', 'echo', 'ear', 'piece', 'ear', 'near', 'mouth', 'audible', 'person', 'hear', 'clearly', 'return', 'find', 'mark', 'needs']",3.0
B0855T8JT2,"['spend', 'money']","['product', 'giving', 'problem', 'purchased', 'sound', 'quality', 'greatthe', 'earphones', 'frequently', 'disconnected', 'devicethe', 'right', 'ear', 'bud', 'connect', 'left', 'ear', 'bud', 'essentially', 'ear', 'buds', 'working', 'work', 'life', 'averagebass', 'regular', 'crossbeats', 'users', 'raga', 'wave', 'etc', 'truly', 'worst', 'products', 'purchase', 'crossbeats', 'disappointing']",1.0
